wallet_age,transaction_volume_total,transaction_count,active_days,average_tx_value,gas_spent_total,tokens_held,DEX_activity_count,contract_interactions,NFT_activity,liquidation_events,scam_interaction_count,failed_transaction_count,eth_ratio,btc_ratio,nft_ratio,nft_collection_diversity,average_eth_holding_age,average_btc_holding_age,predicted_holding_duration,credit_score
706,43533,759,287,1781,4551,13,109,148,2,2,2,13,0.4424590676832147,0.3665587234633645,0.19098220885342085,13,289.1682760769299,364.1226774826274,140.15907070519876,581.3752002829635
254,2828,365,423,519,13297,26,121,125,7,1,4,2,0.48661447438538546,0.37645743909710205,0.13692808651751243,10,78.67272350853685,322.3332903765513,323.6038070722157,541.526911029032
848,2917,694,477,710,44733,14,10,187,30,1,2,6,0.38764828130789564,0.3712362058496771,0.24111551284242713,16,185.38296015857176,129.6101554259153,312.4717124439345,622.2359821377593
263,21618,913,222,1552,28128,31,91,96,10,1,3,17,0.4761740022774385,0.25757086545281427,0.26625513226974723,6,289.5673018292982,116.23276211589632,348.93957012956554,464.90233490727655
713,33254,742,181,474,3832,4,181,73,44,1,3,12,0.3279272672973193,0.28629792369253654,0.38577480901014416,16,143.00539291964395,157.78276250537897,294.6866866094766,500.2090946411679
693,48362,640,297,172,29483,39,172,114,6,1,4,9,0.414131284826666,0.2794701498937993,0.3063985652795347,11,242.09078561044012,149.31593338033844,250.964937064703,542.6797870842205
856,21128,318,444,1757,23063,8,22,190,44,2,1,12,0.5322987219444273,0.3445853958379887,0.12311588221758415,3,46.82139568828686,154.73316915910266,316.9557888161983,574.1164019156186
403,60383,704,183,1153,23963,25,27,169,1,0,0,15,0.5678227499551275,0.25282068789041434,0.17935656215445822,9,233.91073477732152,136.62264295002592,55.34096802021213,630.5284138174786
701,66545,297,122,1311,14422,13,110,50,5,2,1,8,0.4159276435103329,0.3502036566591222,0.23386869983054487,15,81.13874830020335,238.079691294191,185.0482701616006,559.1499125463953
637,83180,316,385,1487,33920,32,56,191,40,2,1,1,0.4812266398714906,0.3274643659108259,0.19130899421768344,13,308.24541391334117,85.02832734640901,361.4008399360447,692.012630813253
501,88958,821,414,1989,12156,38,25,55,31,2,1,4,0.477300670838901,0.27244201163547915,0.25025731752561986,10,149.07557029946028,313.4037329694144,287.8160506837353,674.6375021599348
262,10865,603,492,1923,12108,38,152,40,19,2,1,16,0.2568858753541607,0.43649242696635965,0.30662169767947955,13,124.32054401394556,302.1548321504906,352.29525164246974,526.496259731567
721,3219,975,131,1574,32845,28,53,31,33,0,0,3,0.3737515512774005,0.37251797185940816,0.2537304768631913,17,311.69780719834745,189.6218746315156,291.1775093047155,698.8347770739049
142,40809,923,41,294,3800,30,28,14,49,2,2,16,0.43973302082795274,0.3371934687355971,0.2230735104364502,7,46.79824772905642,315.66453836831346,323.0854590931183,415.90095353390427
859,6287,732,231,1279,39078,3,96,61,15,1,1,8,0.3898328216894417,0.371126514821618,0.23904066348894032,6,162.8639477770055,112.79359846014825,266.687426821569,585.6020589216474
526,35387,671,128,1295,43712,28,163,154,24,2,3,19,0.3459924763435372,0.3164399142050878,0.33756760945137493,13,153.9511860926355,35.884427660828926,284.76817147977533,371.4652637387495
471,9512,558,48,946,3610,3,13,27,11,2,4,1,0.44150880662752157,0.35023691683841307,0.20825427653406528,17,125.40812537359953,237.43465488499072,205.26463329623274,423.86752279482903
593,2342,361,277,1164,13067,45,77,63,6,0,4,17,0.3158097603801946,0.31835153178092157,0.3658387078388839,15,335.43770122049483,183.39965133317966,339.6196297727345,522.0345360201529
297,64076,321,242,1186,34872,34,34,186,38,0,3,10,0.40099784609174693,0.3447805706492281,0.254221583259025,4,281.561011828102,220.00012300911666,306.3880350588262,616.2157687768231
539,20216,882,440,122,11728,16,29,185,16,1,1,12,0.3878152451297152,0.34804441609142656,0.2641403387788582,15,51.41426000429949,331.27870202116503,312.70146349798677,612.1244400169226
836,94070,68,27,459,30566,22,91,129,44,2,0,7,0.45131155790270966,0.4151070835611017,0.1335813585361887,14,269.42029556070963,354.925067144591,255.45804882262254,694.3270457705974
415,80767,652,158,1198,30783,32,16,126,10,2,2,0,0.3780478378942782,0.4180502664544405,0.20390189565128128,11,206.64520959814598,242.54180181812703,132.03428227422842,586.7643188628083
416,98829,933,406,659,21583,38,194,35,5,2,4,16,0.39159029546199825,0.30835868468830413,0.3000510198496977,4,331.79074462452905,285.95862260056685,41.93598145569668,527.9600848020639
142,27614,723,158,771,21238,8,157,113,22,1,2,11,0.41972511475722035,0.30036731557839447,0.27990756966438524,3,134.83678181170006,58.07582521820003,343.4444683521974,462.3851285350885
642,37258,764,135,1948,8263,8,92,198,26,0,0,3,0.38032527720228254,0.41933305013294986,0.20034167266476754,2,222.34426986921028,83.83972093865438,226.35031684984148,686.6509586032596
654,94789,44,401,1241,2914,6,172,12,45,1,4,12,0.39947744490373,0.2950170689918884,0.3055054861043815,10,197.75301703823033,275.62360965924717,129.877895334627,595.2100418799258
981,43078,454,311,1735,24749,14,78,14,5,2,2,8,0.41496525104775867,0.2914359689124039,0.29359878003983747,13,194.00290358624792,174.50742788998065,79.96026112892517,563.6428792907632
110,84524,102,369,1503,20456,32,109,88,37,0,0,6,0.519088314697356,0.36597645669808415,0.11493522860455987,18,182.79530883826624,179.39836558547591,307.89026044275283,738.8670179115468
728,97573,959,247,778,26582,35,178,187,1,0,2,4,0.27327557419002296,0.4698142228549385,0.2569102029550384,16,98.88587430331422,133.38357334787128,310.23426513993894,701.7852703934022
142,13219,968,144,1413,1406,10,101,21,21,1,1,4,0.38714079561134007,0.2822726946827211,0.3305865097059388,11,283.16282403495154,233.46438846504418,302.86016932372803,564.5072720613088
31,1235,216,160,539,14689,3,105,190,19,0,0,16,0.43098194436731857,0.3285767528255352,0.24044130280714615,10,181.1975709676617,92.03029021442788,246.1027018088734,520.6112566922251
671,43929,362,245,1791,33934,12,46,73,24,0,2,8,0.47911569369116785,0.3148029966860985,0.20608130962273374,9,351.1029521258729,240.01695357015504,152.61515484327845,680.2300099519553
249,68444,912,233,1032,34276,49,180,24,14,2,1,5,0.34648697816537144,0.28800018383535253,0.36551283799927603,12,117.37082310958006,88.22261714030529,131.8635454013861,511.0386559366459
595,9567,341,212,106,37432,31,63,100,48,2,1,18,0.34143320908439234,0.4329752543884829,0.22559153652712477,19,258.71918627505875,51.381721627754054,32.86584798958701,446.05164295070927
884,71792,826,265,1319,20873,29,165,175,28,0,0,15,0.3964669666531825,0.4638368782872974,0.13969615505952013,1,345.14022167910133,140.66982571418544,309.2585321605605,761.8650951065526
765,66441,871,95,520,14050,5,63,170,7,0,3,1,0.44283984353300904,0.2915855195941962,0.26557463687279487,18,252.258538210391,107.43201457329897,59.28995366037023,625.6113787868019
254,85555,734,159,1691,1680,25,86,116,36,1,4,9,0.49269764795648185,0.2512124710358952,0.2560898810076228,14,321.8764240518272,327.81219891637136,241.30292434365717,563.3390135814707
414,74698,168,244,932,19908,41,6,165,48,1,0,15,0.45478406210794864,0.244044702489196,0.30117123540285545,1,307.20612151859706,48.40940704598991,198.8651071914296,607.3679024986051
432,6415,963,354,1316,19504,31,21,40,32,0,1,4,0.46741824582554786,0.2542228242272159,0.27835892994723627,17,150.6394346888163,89.16558701233114,206.44093524032763,617.8687707183147
667,37159,966,31,658,22644,21,80,172,21,2,1,14,0.3908587546547351,0.4233153006087947,0.18582594473647024,11,231.04151987973134,213.82106787032157,340.4488031781041,525.4090712113269
159,44925,33,357,1271,38125,20,168,87,49,0,0,12,0.4822597635831569,0.3763994806088851,0.14134075580795794,15,82.34754883680412,191.15750893390367,40.59102877586611,625.9053556844178
82,6951,413,294,1910,2363,39,73,167,46,0,3,12,0.4898696948132945,0.30014555927483194,0.20998474591187358,4,209.40117070302585,45.36042615552502,289.0863952506387,491.57597164263507
713,88388,814,278,1792,43291,22,137,109,4,2,4,12,0.4462854682092359,0.31002341672131284,0.24369111506945135,15,107.19136055780297,32.4295633850734,47.43755345304788,452.90193108836627
759,9007,525,475,1325,36060,4,184,119,38,2,2,14,0.46556193346036145,0.2918394255532938,0.24259864098634484,14,279.15183300906926,361.0027605569852,42.78145798835136,565.8704832838871
701,42832,741,267,1567,2538,13,134,96,17,1,0,13,0.46461606880242057,0.2986044953392916,0.23677943585828787,1,206.89957133386173,250.70962462021077,173.98892887736295,643.9079279111129
739,59596,373,38,1013,37176,45,124,144,37,1,4,7,0.48123334831917375,0.3077829602601938,0.21098369142063242,9,167.76116648160627,152.41105385202155,51.130183404893856,493.04682503602487
445,31523,391,222,1542,42520,42,49,56,36,1,4,10,0.31612407735964104,0.4922352275182053,0.19164069512215362,7,120.04702721593748,187.59480296718584,294.3632236831255,484.8892885810564
276,89861,541,472,1550,26675,49,51,129,29,1,1,17,0.553456212805101,0.24763143881266084,0.19891234838223815,11,364.5639914168311,119.29429035218612,207.40363637219295,650.7328057182629
865,87740,965,445,1106,19287,20,160,95,30,2,2,3,0.4703009168660259,0.32850399123275614,0.2011950919012179,2,54.02302449645245,145.53271753722527,39.72799219102444,620.153650637799
468,16524,161,292,1602,1174,13,0,120,9,0,0,9,0.39983090291216383,0.3482296769562593,0.2519394201315769,2,44.59282799176071,247.42989653485168,43.567729971443036,622.8107079392632
232,20282,571,59,1598,27732,17,180,61,14,1,1,0,0.3619235433964504,0.4314661001645843,0.2066103564389653,6,102.78122916544463,325.7419526205692,235.2439574627256,574.4777909976362
213,24930,698,104,225,35998,36,187,136,41,1,1,4,0.28864256767225194,0.4460431535967161,0.26531427873103197,19,355.3092736403196,91.68355773219693,300.04745891556564,570.8544846887514
152,1077,956,472,494,38055,33,161,67,47,2,3,12,0.5774486313324498,0.2896163624282283,0.13293500623932178,14,358.0447863871948,311.5211043040818,176.66284297704914,507.369864904811
430,21611,617,416,916,13112,1,3,80,43,2,4,0,0.42254650551032447,0.3762747530111293,0.2011787414785462,3,249.40079114866555,70.72147088862013,215.78452496443418,503.47188813944894
796,17984,626,97,980,40874,15,144,16,17,0,0,7,0.3818155248628408,0.31718887382376737,0.30099560131339187,7,324.8357335141456,102.02239490211106,297.942867106717,674.4745536912351
323,15060,429,53,1929,10689,13,131,116,22,0,0,2,0.4140239508233883,0.435657267581549,0.15031878159506257,7,101.67717983166645,42.4537214966314,234.51956830400943,595.7228307226451
309,83985,259,470,675,45814,17,170,49,32,2,0,2,0.3266301064453558,0.4211203596496167,0.2522495339050274,4,355.6341015491689,77.17197380115482,105.29467961570452,680.2009876386594
866,85056,126,287,424,20555,24,3,111,15,1,1,6,0.42360546105186253,0.39930683213969415,0.1770877068084433,5,77.83292479675416,337.29655373045694,235.37242866627534,716.5902732029541
913,44303,875,180,1515,34919,8,0,93,37,1,3,3,0.4096658729038777,0.46237796918988794,0.12795615790623446,17,63.87693804085552,183.91198011715682,240.47361878684654,588.5295554376311
639,60207,521,430,1029,8619,27,70,167,34,1,2,2,0.5185939355935131,0.3351594933969385,0.14624657100954838,4,67.59086564783642,56.01806369574844,275.9258385951774,635.9341574632839
227,76046,749,198,1811,7033,45,177,185,33,0,1,14,0.4295945124526055,0.2648306967353975,0.305574790811997,13,221.99785429630916,351.50849074305205,237.9928528315284,652.8645102172419
936,30287,587,362,1751,42328,23,188,84,27,1,2,7,0.44925361251111234,0.3410842251825288,0.20966216230635892,16,291.6264242405475,324.46242309914777,354.69611370344273,696.7061694229022
540,94709,344,193,1563,5946,46,34,148,1,1,3,2,0.3097366701593425,0.368018734014087,0.3222445958265706,16,152.83350458800209,282.8186444908273,96.09158342021794,610.8490590692692
781,40711,427,12,1327,25618,8,7,145,29,2,4,6,0.35468526908585346,0.32041838812440554,0.324896342789741,2,357.5951559083524,342.7133853024319,348.61537765497053,522.5283882216684
173,12954,941,200,1609,35675,8,151,182,12,1,0,17,0.4108619394965942,0.34145933176047816,0.24767872874292757,18,175.53074626964036,103.74335597998099,210.34372926725544,496.91506622019324
638,74340,783,127,932,37258,26,35,156,40,2,2,10,0.34986456746003614,0.4381440350794109,0.21199139746055282,1,80.40026450902745,310.1837131583789,255.10530706579553,546.9819728709772
230,73101,304,28,1154,19919,47,177,151,15,1,1,10,0.3617025184410844,0.41345817891068576,0.22483930264822996,18,186.0988606423558,261.1470507786926,63.3196351464836,555.4406277127534
153,72520,947,32,1511,5173,13,122,73,4,0,2,16,0.5407448395038642,0.2919432884413075,0.1673118720548282,8,257.47745041651734,321.3693486051756,157.49294036166583,576.823271590179
216,88062,764,422,1748,44833,39,42,108,27,1,4,5,0.38025701908995685,0.4272339697474338,0.19250901116260943,11,308.79563646896685,296.96537452378095,287.74201406516283,639.6820284613389
355,19574,380,39,1557,27400,37,26,144,38,1,0,7,0.37363517107439365,0.3421998113124905,0.28416501761311586,15,183.68737713545863,146.07584616423637,266.81519005816176,551.1483135363737
493,10184,195,304,936,5769,49,31,17,44,2,2,0,0.40607265499560624,0.37743719957227656,0.2164901454321171,16,228.8582867264711,289.42350990078063,43.44669503541241,556.3496612381609
378,20096,255,117,1025,38564,28,77,41,19,2,4,9,0.37071456402265257,0.4401865371380112,0.18909889883933623,17,119.56047857321587,117.92286149993825,213.10907827157695,378.7924340409181
800,68728,646,376,1499,46814,25,120,100,23,2,1,18,0.5405577907383597,0.29254792846153727,0.16689428080010296,17,246.38203634584718,140.07837461439837,59.573194644417164,578.30229275958
689,35016,277,290,1467,15211,16,145,44,26,1,3,2,0.3449596063216245,0.4214795595050915,0.23356083417328402,12,360.30060122336516,66.14841526969701,363.6119037746844,620.2190335598603
793,12246,652,137,542,24255,2,155,81,29,1,1,3,0.39256381295748416,0.30436091881300487,0.3030752682295109,10,46.43294681691094,343.25066635345706,330.5943571586537,612.3724200702692
984,46558,246,238,1702,28962,18,156,16,44,0,0,10,0.43263343992332387,0.27238592797361755,0.29498063210305864,6,326.9877746862312,127.48612673909432,37.06202124355988,713.8277683848928
961,19381,539,120,174,20356,17,15,72,26,1,1,14,0.4257195631023073,0.3417260337332208,0.2325544031644718,8,218.36463842712013,204.40852583243637,317.64760893238133,591.224201476891
432,37455,561,145,656,21306,30,98,13,25,0,1,0,0.33424016503538395,0.49311620541295864,0.17264362955165732,13,114.45305095337048,161.09650021617455,338.0089161870666,662.355449821107
375,93263,30,371,1895,5997,39,46,176,6,2,1,8,0.35147159371529546,0.3990122893923388,0.2495161168923657,2,349.8880528531014,351.575920395473,148.43865455875743,674.2111365321621
992,5018,920,195,1789,18376,13,186,156,41,2,1,10,0.3497154122941088,0.31833817072064186,0.3319464169852494,19,191.92369152473114,142.2414722643916,271.0330544410016,532.7084080945582
540,12302,746,153,1278,41880,32,30,131,46,2,0,18,0.4319422280220266,0.3780194524949953,0.19003831948297809,10,141.11623431058416,290.8128501766008,178.10475497960593,502.31582538153646
176,68506,876,81,1553,39055,29,3,81,37,0,4,12,0.3060111693314081,0.34335506243884917,0.35063376822974274,4,90.80170547073178,316.5644118014453,249.50288233307526,503.18622108398284
177,42157,803,138,462,11578,46,164,147,4,1,2,15,0.47922664289255035,0.30858981576966965,0.21218354133777997,12,111.8914904359818,175.92817665612358,144.00633043989416,462.40242083592307
893,55917,529,373,547,19624,30,16,119,22,2,3,3,0.4109950754274429,0.3638829567727771,0.22512196779978008,18,309.0044289331333,156.68755784173197,138.05734427214492,608.2153296498966
740,93738,109,270,1357,40194,18,38,119,27,1,2,0,0.48133832264388554,0.3360390036341039,0.18262267372201063,7,235.82735312125055,280.49485001243033,172.18535276728898,721.3297452086911
849,97646,761,12,1686,45367,13,47,46,33,1,2,19,0.5018678237137428,0.332477744608097,0.16565443167816019,4,335.93728252858585,335.8201534025884,78.7651991485879,613.8947131499788
518,84122,487,458,1941,1389,43,173,106,14,2,3,12,0.36488756518287835,0.356868155912966,0.2782442789041557,7,107.70943147285826,282.9021305791998,308.4315530858532,567.859635332863
958,25519,608,397,361,34767,21,175,107,31,0,0,0,0.35666145974228014,0.4042187658655056,0.23911977439221438,10,70.581422239382,106.08733247327498,146.81379494614828,735.427357797477
965,97809,307,113,1950,46580,30,38,8,25,1,3,4,0.32671930027406476,0.3880080824543891,0.28527261727154607,15,32.03932287682265,327.5830953916313,164.05010055845813,625.9968805825455
669,88487,949,492,224,49367,21,131,78,47,2,0,4,0.4759084478248709,0.2768498252930361,0.2472417268820929,12,200.13378260135792,159.8398585913391,329.50829525521846,720.205955456352
580,57819,535,233,1010,2855,48,29,154,30,1,2,13,0.3988793288636971,0.3621351398466495,0.23898553128965336,1,364.43282167796605,223.036852945608,196.36897771116242,609.5702783856624
367,81910,343,329,344,41893,17,157,14,18,1,0,13,0.42315986858878424,0.3644140400485431,0.21242609136267268,18,262.81336505424406,308.5309324630582,212.32505963253908,691.8776866953369
901,72324,11,371,641,14794,40,21,18,8,1,4,7,0.3773987413220554,0.42966530860462226,0.19293595007332223,16,133.31218830832393,93.11224707916489,350.426871800328,602.9880118055116
670,6408,384,363,584,36531,19,65,89,28,1,3,3,0.46516082362897726,0.37246546045196377,0.16237371591905897,5,323.7476253137675,292.8108954519803,327.0533383535714,639.6372334366283
808,60379,302,482,221,5986,15,107,179,38,1,4,6,0.3860764883572787,0.3737753339544987,0.24014817768822258,19,291.8769591059665,229.71453730007696,86.77134747762724,635.4736061291796
982,26053,846,19,224,33298,9,11,25,3,0,2,19,0.4095242714261731,0.2787131264757918,0.31176260209803525,4,35.16408063564065,329.26945001224874,188.5270350225652,541.4917224250869
502,10446,943,414,1672,2481,10,35,153,2,0,3,18,0.47909461306512297,0.3546317084373086,0.16627367849756838,6,303.6482609812425,87.61008461758689,355.38423618856274,569.743297945871
975,1922,562,393,269,4731,44,17,153,28,2,2,14,0.2520649820094822,0.48033154993336635,0.2676034680571514,17,130.67646367489615,170.92854940871104,154.7427099065819,509.2607736218779
180,99723,327,311,223,17835,31,89,173,10,0,4,3,0.4390136186356469,0.38226792701360973,0.1787184543507434,7,80.14061063550636,309.00243611039053,154.47699135292703,629.4664551296021
444,52356,511,240,1992,28798,23,180,91,32,0,2,18,0.39679712862608,0.33319806877960245,0.2700048025943175,7,105.82083131191999,36.44262065801466,95.33512764936671,514.9506624616929
327,11789,837,228,1158,27113,30,198,176,37,0,3,8,0.519952000066802,0.2856587186180341,0.19438928131516395,9,186.97423446567157,67.58745786649035,68.29824322990694,506.72589700406456
640,98720,390,420,1210,20477,33,0,81,10,1,3,12,0.5003940331715362,0.32154699426847466,0.17805897255998918,13,172.33075556778368,361.8393462735061,278.0021049032539,671.0907632856824
292,67656,632,75,745,18266,9,126,180,26,1,2,13,0.3836652896688876,0.3009557926264003,0.31537891770471205,14,126.77724529036595,123.93204982776743,287.960207015008,493.0214097054891
793,45028,23,434,1831,21792,47,185,130,32,2,3,13,0.41481560913490345,0.38963496859578556,0.1955494222693109,16,87.69313793935595,356.80696989752437,354.61934277350497,570.7603148662804
173,65484,513,121,885,21452,1,89,193,20,2,3,9,0.31050161739291354,0.2836827731876563,0.4058156094194302,9,285.3473145301267,91.14806958790575,289.0951006532966,444.4766660679246
375,33154,240,22,300,44526,44,86,41,38,2,2,15,0.4948635682461262,0.355376487108299,0.1497599446455748,15,361.6867775511972,150.96663840745742,111.52308550125557,449.0188112274161
653,83870,994,402,468,42334,35,89,18,30,1,4,4,0.38613871321558974,0.3611791854893408,0.2526821012950694,5,290.5601794405963,282.2112639086962,43.43905372665267,641.8039334510554
601,3336,93,429,896,12889,11,133,16,37,0,3,5,0.3394141303410825,0.4059500613195412,0.2546358083393764,18,129.1388841699663,250.3557664247898,360.1215237638362,630.2885885987137
910,68779,139,95,176,25335,34,69,160,45,0,3,1,0.3432524852855151,0.3371835647491018,0.31956394996538307,8,112.01100207306467,224.6760039762336,144.0509830071079,641.6901859285906
31,20029,752,243,158,12254,16,43,75,1,1,3,12,0.4308056430005132,0.36992716892677874,0.19926718807270793,15,102.91806848208931,207.51622389467752,134.51046671486097,437.9902646196633
926,60201,847,99,530,22074,9,199,176,26,2,3,12,0.39208193007705744,0.30596489353729955,0.30195317638564295,9,75.79284995382716,312.552548627688,333.49499526604313,512.1145751638505
333,33265,154,323,737,12442,32,151,183,35,2,2,18,0.4343465270846815,0.36379948773562093,0.20185398517969758,19,214.6957341469209,108.70776854918655,226.00846601257035,458.5994646844406
283,44872,900,63,1623,47289,15,85,62,10,2,4,17,0.33559478803669357,0.3901046565652425,0.27430055539806386,6,232.8091246043703,178.22776054282866,101.98184323946008,357.53973272489804
681,47197,866,21,208,38327,12,18,130,46,1,4,18,0.48700766579698834,0.336212222603693,0.17678011159931872,4,266.343391322151,82.07651787241319,327.8472413099403,454.1154324959174
482,56180,37,218,1859,17199,33,100,106,17,2,0,0,0.5164061967418041,0.31161946262793416,0.17197434063026174,11,257.87147926277873,229.64043456978595,362.775886443339,671.8989961871964
66,24710,75,471,1107,8291,45,145,48,0,2,3,7,0.40685361695744654,0.2682486776042815,0.32489770543827196,10,127.93165927993313,113.93238213089226,59.03731798552829,430.9776591994156
189,30486,172,23,1401,41928,14,94,54,34,1,3,15,0.3695140159887415,0.3611303844608581,0.26935559955040045,3,140.65418680794357,141.83709155503425,318.8542954813332,411.1546399046088
38,72907,238,130,167,1112,8,100,153,34,0,0,1,0.3227029872623382,0.3981759175950549,0.2791210951426068,1,258.3073693731832,187.8689900688819,160.82275872427198,684.0683024250299
262,72895,270,427,1192,22515,8,29,98,30,1,4,7,0.5594185027788221,0.3155837486972361,0.12499774852394185,12,147.0649596625155,38.96814621054783,205.56426957974597,533.4451327219223
128,65435,458,446,1288,20581,27,169,199,27,1,1,5,0.47380437208577075,0.3719857267891324,0.1542099011250968,15,101.22876852246986,60.79920853348061,336.4633518812685,622.0672193409297
688,41631,433,386,1612,49692,12,32,51,38,1,1,15,0.4532197119067473,0.35061345996251986,0.19616682813073288,15,155.40261148840776,259.7862889372536,356.08203058466427,640.0688646482586
845,21103,469,29,404,27500,1,11,99,0,1,4,10,0.5056654049603717,0.35883376823369545,0.13550082680593292,14,121.14819278862251,173.70494354036492,117.82490998694779,458.8428032175158
237,65772,961,84,773,33026,43,117,116,24,0,3,16,0.4778817746294221,0.3317201826927479,0.19039804267783006,7,59.584761608223566,319.70472436996494,101.30500827157111,512.4231798648248
160,15382,685,409,464,17523,40,93,117,42,2,1,18,0.457688951894322,0.37515057610033514,0.16716047200534298,17,308.0965322626789,262.71512122080685,56.97304712815647,506.45160591178933
433,85291,310,252,1977,2424,42,154,6,37,1,2,10,0.36497866476742497,0.34308771171347285,0.29193362351910224,19,315.79231536760716,32.71381545185302,218.20228064181623,590.0364777180935
181,4756,928,232,920,20552,11,166,45,19,0,2,7,0.4371244363562403,0.3880848421268134,0.1747907215169463,7,103.61635055590462,236.59863080699017,34.55747247597387,538.3673627528354
83,21609,312,79,1502,11808,39,136,45,2,2,0,3,0.3555284731443209,0.4308764035191158,0.21359512333656322,3,51.698686840942585,61.397830130005,167.98592969932875,460.4304287244695
149,17478,296,321,442,39811,43,148,99,1,2,4,10,0.3590932307702234,0.4130795699890795,0.227827199240697,3,277.50719151264514,291.61261522981556,54.58364557842287,434.621658723472
702,40666,404,220,1046,7989,31,75,143,17,2,4,7,0.3147788431602774,0.42664267210038676,0.2585784847393358,18,100.86208966424358,362.1550755732982,165.75063728132687,494.4526675740601
949,76683,19,110,998,24620,17,28,151,43,1,1,8,0.47450730484278253,0.34209267276183547,0.18340002239538197,14,161.8008889613482,207.95159607090636,43.377283403979106,641.7539017212553
657,72315,716,195,1677,40029,33,160,188,9,1,3,1,0.4635308469853404,0.3309091132758938,0.2055600397387658,3,51.48530949952339,258.7311325650337,309.7977823039376,612.7473727428321
616,78834,639,141,1477,1887,32,189,53,4,2,4,15,0.4435399307836138,0.3439180342277759,0.21254203498861027,7,105.80031089407578,109.50024389974176,100.26256296941956,415.7997853188838
654,15153,279,120,1539,32802,29,116,61,8,2,1,5,0.45782490725231634,0.26364541017737075,0.27852968257031296,7,295.62226324042797,176.59524415752085,139.98341796990053,537.750441584312
997,77325,601,390,1232,20488,21,14,128,1,2,1,18,0.37977696900490393,0.3729940565011361,0.24722897449395997,5,299.4728097165926,316.79193629918854,321.46607886314126,674.2440806453033
449,13999,979,141,1686,31013,21,1,48,33,2,4,7,0.41944092423559437,0.33240070074722783,0.24815837501717772,3,99.37341633738299,86.08668749499415,279.9991305462887,382.78150488073857
451,56318,614,29,861,17402,40,179,24,37,2,1,13,0.3838955038781465,0.35018590271620453,0.26591859340564883,18,142.53113811074098,118.95442788061031,103.37785115008958,458.32956125904695
133,1814,787,403,1620,22205,23,116,9,30,2,0,15,0.43173680206388065,0.3340023009286689,0.23426089700745056,15,74.9698703964041,179.2202812208201,54.08630525026118,463.23439121862066
881,77077,853,33,440,27049,6,171,117,9,0,0,11,0.3846104940936185,0.44828066587690657,0.1671088400294749,14,54.84783114544899,268.6033787677447,269.75071524653873,701.5290849920464
283,91474,871,236,1041,13253,22,181,143,49,2,4,4,0.426000543805861,0.3241694251662115,0.24983003102792747,4,362.3775243402172,155.92112485655073,160.88535448051664,530.6237377706278
256,3443,370,163,482,19990,38,17,185,11,1,3,18,0.38017036903676826,0.38968597091079765,0.23014366005243408,8,249.62397366702115,340.7903137273063,286.63679970460413,466.16178910972155
141,76993,266,302,1103,8846,37,2,199,35,1,0,17,0.49593663871787874,0.2979720591858811,0.20609130209624,13,211.60233058143677,61.643112175020924,179.1737487456955,576.3906850692781
539,76916,142,239,1656,26027,45,134,156,20,1,0,8,0.41914183928237553,0.34531245572416,0.23554570499346447,8,286.44199763577535,154.21940617752392,145.9108083457126,675.7596658288317
502,74319,285,478,399,40200,8,170,91,48,2,4,1,0.47181581954209023,0.3143194004663623,0.2138647799915474,15,311.4258484953876,267.49963134852135,181.15381175115283,615.5408684836468
128,18368,785,319,238,47220,41,165,133,46,1,2,19,0.3591076127317227,0.34860958067575665,0.2922828065925206,17,300.2494472949837,105.70556649659997,280.7672601996767,479.8468979647489
182,16328,692,497,458,47163,49,164,143,5,0,1,11,0.4602951018779981,0.3528982970944239,0.18680660102757804,5,35.54071551210866,249.89839996694045,332.2437959910253,629.1143744503029
890,57942,981,368,935,4765,35,185,147,47,2,0,1,0.3899225715768612,0.41151955812973745,0.19855787029340144,4,92.58064589381699,85.01268100616089,46.67201085717281,645.4493684791546
943,92751,522,414,1622,16950,11,160,79,48,1,2,9,0.36517826951995375,0.2986396471458151,0.33618208333423116,11,249.3932762094734,48.75339542866494,205.57736631102998,668.5276765095464
925,28306,322,211,1508,46270,24,107,70,2,0,3,0,0.4491458505103024,0.34807950956782063,0.20277463992187686,18,155.87938151432758,70.54026511079738,40.99986874309899,610.7396031038311
907,86451,585,47,1727,10741,49,186,77,9,0,2,3,0.47551196716399613,0.33394839605186677,0.19053963678413713,10,359.13168810547086,341.5449023499351,186.91719758316017,758.3137565131792
367,40915,895,439,1403,23742,21,94,42,4,1,4,11,0.4681715084838469,0.37483022083346323,0.15699827068268996,17,252.9106055338151,214.8365457847497,326.56974774746163,560.544572775119
735,38219,989,269,1760,25703,2,121,153,45,0,3,8,0.37842389304154184,0.3198558381921658,0.3017202687662924,15,350.4438844242842,296.77583478568243,151.13273925080375,657.5372295050272
851,81879,293,197,582,39709,40,10,89,25,1,3,3,0.3023174114576514,0.4397298055667731,0.25795278297557556,6,97.48457135134093,141.43925780319216,342.37089106201546,617.9990857213487
192,65644,130,66,1008,38623,19,67,77,20,0,2,8,0.3547225245411928,0.4103798338583703,0.234897641600437,16,319.4256044185327,228.54064704162462,241.25383800295415,618.0786491255615
749,61279,116,438,1234,23931,39,122,198,44,2,4,5,0.4555033013937128,0.3640352301044293,0.18046146850185785,15,137.6530224481005,195.80896479117217,342.94204017065715,571.0302825784006
986,54028,942,29,965,24580,28,195,160,25,2,0,0,0.44350314971466176,0.35966761826110144,0.19682923202423683,8,361.5042107596653,346.8222163997685,283.65081951319405,716.6619075554908
